id,row_number,col_a,col_b,col_c,col_d,col_e,col_f,raw_data,created_at
192,192,9292,Ressarcimento ao erário,01/01/2014,"",Valor deduzido da remuneração para pagamento de ressarcimento ou de penalidade,"","{""NOME"": ""Ressarcimento ao erário"", ""DTFIM"": null, ""CODIGO"": 9292, ""DTINICIO"": 1012014, ""DESCRICAO"": ""Valor deduzido da remuneração para pagamento de ressarcimento ou de penalidade"", ""INCIDENCIAEXCLUSIVAEMPREGADO"": null}",2026-03-28 11:15:29.753318
193,193,9293,Honorários advocatícios,01/01/2014,"",Valor descontado do trabalhador por determinação judicial a ser pago ao advogado/escritório de advocacia,"","{""NOME"": ""Honorários advocatícios"", ""DTFIM"": null, ""CODIGO"": 9293, ""DTINICIO"": 1012014, ""DESCRICAO"": ""Valor descontado do trabalhador por determinação judicial a ser pago ao advogado/escritório de advocacia"", ""INCIDENCIAEXCLUSIVAEMPREGADO"": null}",2026-03-28 11:15:29.753318
198,198,9903,Total da base de cálculo do IRRF,01/01/2014,"",Valor total da base de cálculo do Imposto de Renda Retido na Fonte,"","{""NOME"": ""Total da base de cálculo do IRRF"", ""DTFIM"": null, ""CODIGO"": 9903, ""DTINICIO"": 1012014, ""DESCRICAO"": ""Valor total da base de cálculo do Imposto de Renda Retido na Fonte"", ""INCIDENCIAEXCLUSIVAEMPREGADO"": null}",2026-03-28 11:15:29.753318
199,199,9904,Total da base de cálculo do FGTS rescisório,01/01/2014,"",Valor total da base de cálculo do FGTS rescisório,"","{""NOME"": ""Total da base de cálculo do FGTS rescisório"", ""DTFIM"": null, ""CODIGO"": 9904, ""DTINICIO"": 1012014, ""DESCRICAO"": ""Valor total da base de cálculo do FGTS rescisório"", ""INCIDENCIAEXCLUSIVAEMPREGADO"": null}",2026-03-28 11:15:29.753318
200,200,9905,Serviço militar,01/01/2014,"","Valor não relativo a vencimento ou desconto, relativo à remuneração a que teria direito, se em atividade, o trabalhador afastado do trabalho para prestação do serviço militar obrigatório","","{""NOME"": ""Serviço militar"", ""DTFIM"": null, ""CODIGO"": 9905, ""DTINICIO"": 1012014, ""DESCRICAO"": ""Valor não relativo a vencimento ou desconto, relativo à remuneração a que teria direito, se em atividade, o trabalhador afastado do trabalho para prestação do serviço militar obrigatório"", ""INCIDENCIAEXCLUSIVAEMPREGADO"": null}",2026-03-28 11:15:29.753318
201,201,9906,Remuneração no exterior,01/01/2014,"",Remuneração recebida no exterior por trabalhador expatriado sobre a qual incida contribuição previdenciária e/ou IRRF e/ou FGTS,"","{""NOME"": ""Remuneração no exterior"", ""DTFIM"": null, ""CODIGO"": 9906, ""DTINICIO"": 1012014, ""DESCRICAO"": ""Remuneração recebida no exterior por trabalhador expatriado sobre a qual incida contribuição previdenciária e/ou IRRF e/ou FGTS"", ""INCIDENCIAEXCLUSIVAEMPREGADO"": null}",2026-03-28 11:15:29.753318
202,202,9907,Total da contribuição da previdenciária patronal - RPPS,01/01/2014,"","Valor total da contribuição previdenciária patronal para o RPPS (normal, suplementar e aportes)","","{""NOME"": ""Total da contribuição da previdenciária patronal - RPPS"", ""DTFIM"": null, ""CODIGO"": 9907, ""DTINICIO"": 1012014, ""DESCRICAO"": ""Valor total da contribuição previdenciária patronal para o RPPS (normal, suplementar e aportes)"", ""INCIDENCIAEXCLUSIVAEMPREGADO"": null}",2026-03-28 11:15:29.753318
203,203,9908,FGTS - Depósito,01/01/2014,"",Valor do depósito do FGTS,"","{""NOME"": ""FGTS - Depósito"", ""DTFIM"": null, ""CODIGO"": 9908, ""DTINICIO"": 1012014, ""DESCRICAO"": ""Valor do depósito do FGTS"", ""INCIDENCIAEXCLUSIVAEMPREGADO"": null}",2026-03-28 11:15:29.753318
204,204,9910,Seguros,01/01/2014,"",Valor relativo a prêmio de seguro de vida em grupo pago a empresa de seguros como benefício do trabalhador,"","{""NOME"": ""Seguros"", ""DTFIM"": null, ""CODIGO"": 9910, ""DTINICIO"": 1012014, ""DESCRICAO"": ""Valor relativo a prêmio de seguro de vida em grupo pago a empresa de seguros como benefício do trabalhador"", ""INCIDENCIAEXCLUSIVAEMPREGADO"": null}",2026-03-28 11:15:29.753318
205,205,9911,Assistência Médica,01/01/2014,"","Valor não relativo a vencimento ou desconto, relativo à assistência prestada por serviço médico ou odontológico, próprio da empresa ou por ela conveniado, como benefício ao trabalhador","","{""NOME"": ""Assistência Médica"", ""DTFIM"": null, ""CODIGO"": 9911, ""DTINICIO"": 1012014, ""DESCRICAO"": ""Valor não relativo a vencimento ou desconto, relativo à assistência prestada por serviço médico ou odontológico, próprio da empresa ou por ela conveniado, como benefício ao trabalhador"", ""INCIDENCIAEXCLUSIVAEMPREGADO"": null}",2026-03-28 11:15:29.753318
206,206,9912,Desconto de assistência médica ou odontológica - Plano diferente de coletivo empresarial,01/01/2014,"","Desconto referente aos custos de assistência médica ou odontológica, quando não se tratar de plano de saúde coletivo empresarial (código [9219])","","{""NOME"": ""Desconto de assistência médica ou odontológica - Plano diferente de coletivo empresarial"", ""DTFIM"": null, ""CODIGO"": 9912, ""DTINICIO"": 1012014, ""DESCRICAO"": ""Desconto referente aos custos de assistência médica ou odontológica, quando não se tratar de plano de saúde coletivo empresarial (código [9219])"", ""INCIDENCIAEXCLUSIVAEMPREGADO"": null}",2026-03-28 11:15:29.753318
207,207,9930,Salário-maternidade pago pela Previdência Social,01/01/2014,"","Valor correspondente à remuneração mensal do(a) trabalhador(a) durante a licença maternidade, quando paga pela Previdência Social (RGPS ou pela Unidade Gestora do RPPS)",S,"{""NOME"": ""Salário-maternidade pago pela Previdência Social"", ""DTFIM"": null, ""CODIGO"": 9930, ""DTINICIO"": 1012014, ""DESCRICAO"": ""Valor correspondente à remuneração mensal do(a) trabalhador(a) durante a licença maternidade, quando paga pela Previdência Social (RGPS ou pela Unidade Gestora do RPPS)"", ""INCIDENCIAEXCLUSIVAEMPREGADO"": ""S""}",2026-03-28 11:15:29.753318
208,208,9931,Salário-maternidade pago pela Previdência Social - 13° salário,01/01/2014,"","Valor correspondente ao 13° salário do(a) trabalhador(a) durante a licença maternidade, quando pago pela Previdência Social (RGPS ou pela Unidade Gestora do RPPS)",S,"{""NOME"": ""Salário-maternidade pago pela Previdência Social - 13° salário"", ""DTFIM"": null, ""CODIGO"": 9931, ""DTINICIO"": 1012014, ""DESCRICAO"": ""Valor correspondente ao 13° salário do(a) trabalhador(a) durante a licença maternidade, quando pago pela Previdência Social (RGPS ou pela Unidade Gestora do RPPS)"", ""INCIDENCIAEXCLUSIVAEMPREGADO"": ""S""}",2026-03-28 11:15:29.753318
209,209,9932,Auxílio-doença acidentário,01/01/2014,"",Valor relativo a base de cálculo do FGTS referente a afastamento decorrente de acidente de trabalho,"","{""NOME"": ""Auxílio-doença acidentário"", ""DTFIM"": null, ""CODIGO"": 9932, ""DTINICIO"": 1012014, ""DESCRICAO"": ""Valor relativo a base de cálculo do FGTS referente a afastamento decorrente de acidente de trabalho"", ""INCIDENCIAEXCLUSIVAEMPREGADO"": null}",2026-03-28 11:15:29.753318
210,210,9933,Auxílio-doença,01/01/2014,"",Valor de benefício previdenciário pago por Regime Próprio de Previdência Social ou valor de auxílio-doença dedutível conforme Lei 13.982/2020 (Covid-19),"","{""NOME"": ""Auxílio-doença"", ""DTFIM"": null, ""CODIGO"": 9933, ""DTINICIO"": 1012014, ""DESCRICAO"": ""Valor de benefício previdenciário pago por Regime Próprio de Previdência Social ou valor de auxílio-doença dedutível conforme Lei 13.982/2020 (Covid-19)"", ""INCIDENCIAEXCLUSIVAEMPREGADO"": null}",2026-03-28 11:15:29.753318
211,211,9938,Isenção IRRF - 65 anos,01/01/2014,"","Valor da parcela isenta dos rendimentos de aposentadoria e pensão, transferência para a reserva remunerada ou reforma, pagos por órgão público de previdência oficial ou por entidade de previdência complementar, no caso de contribuinte com idade igual ou superior a 65 anos","","{""NOME"": ""Isenção IRRF - 65 anos"", ""DTFIM"": null, ""CODIGO"": 9938, ""DTINICIO"": 1012014, ""DESCRICAO"": ""Valor da parcela isenta dos rendimentos de aposentadoria e pensão, transferência para a reserva remunerada ou reforma, pagos por órgão público de previdência oficial ou por entidade de previdência complementar, no caso de contribuinte com idade igual ou superior a 65 anos"", ""INCIDENCIAEXCLUSIVAEMPREGADO"": null}",2026-03-28 11:15:29.753318
77,77,1652,Diárias de viagem - Acima de 50% do salário,01/01/2014,30/04/2018,Diárias de viagem superior a 50% do salário-base mensal,"","{""NOME"": ""Diárias de viagem - Acima de 50% do salário"", ""DTFIM"": 30042018, ""CODIGO"": 1652, ""DTINICIO"": 1012014, ""DESCRICAO"": ""Diárias de viagem superior a 50% do salário-base mensal"", ""INCIDENCIAEXCLUSIVAEMPREGADO"": null}",2026-03-28 11:15:29.753318
212,212,9939,Outros valores tributáveis,01/01/2014,"","Valor não relativo a vencimento ou desconto mas considerado como base de cálculo do FGTS, e/ou da contribuição previdenciária e/ou do Imposto de Renda Retido na Fonte inclusive suas deduções e isenções","","{""NOME"": ""Outros valores tributáveis"", ""DTFIM"": null, ""CODIGO"": 9939, ""DTINICIO"": 1012014, ""DESCRICAO"": ""Valor não relativo a vencimento ou desconto mas considerado como base de cálculo do FGTS, e/ou da contribuição previdenciária e/ou do Imposto de Renda Retido na Fonte inclusive suas deduções e isenções"", ""INCIDENCIAEXCLUSIVAEMPREGADO"": null}",2026-03-28 11:15:29.753318
215,215,9989,Outros valores informativos,01/01/2014,"","Outros valores informativos, que não sejam vencimentos nem descontos","","{""NOME"": ""Outros valores informativos"", ""DTFIM"": null, ""CODIGO"": 9989, ""DTINICIO"": 1012014, ""DESCRICAO"": ""Outros valores informativos, que não sejam vencimentos nem descontos"", ""INCIDENCIAEXCLUSIVAEMPREGADO"": null}",2026-03-28 11:15:29.753318
93,93,2501,Prêmios,01/01/2014,30/04/2018,Prêmios diversos,"","{""NOME"": ""Prêmios"", ""DTFIM"": 30042018, ""CODIGO"": 2501, ""DTINICIO"": 1012014, ""DESCRICAO"": ""Prêmios diversos"", ""INCIDENCIAEXCLUSIVAEMPREGADO"": null}",2026-03-28 11:15:29.753318
3,3,1002,Descanso semanal remunerado - DSR,01/01/2014,30/04/2024,"Valor correspondente a um dia de trabalho incidente sobre as verbas de natureza variável, tais como: horas extras, adicional noturno, produção, comissão, etc.","","{""NOME"": ""Descanso semanal remunerado - DSR"", ""DTFIM"": 30042024, ""CODIGO"": 1002, ""DTINICIO"": 1012014, ""DESCRICAO"": ""Valor correspondente a um dia de trabalho incidente sobre as verbas de natureza variável, tais como: horas extras, adicional noturno, produção, comissão, etc."", ""INCIDENCIAEXCLUSIVAEMPREGADO"": null}",2026-03-28 11:15:29.753318
14,14,1016,Férias,01/01/2014,31/12/2025,"Valor correspondente à remuneração devida na época da concessão das férias, inclusive o adiantamento de férias. Nessa natureza deve ser classificado também o valor pago mensalmente ao trabalhador avulso e ao empregado com contrato de trabalho intermitente, a título de férias","","{""NOME"": ""Férias"", ""DTFIM"": 31122025, ""CODIGO"": 1016, ""DTINICIO"": 1012014, ""DESCRICAO"": ""Valor correspondente à remuneração devida na época da concessão das férias, inclusive o adiantamento de férias. Nessa natureza deve ser classificado também o valor pago mensalmente ao trabalhador avulso e ao empregado com contrato de trabalho intermitente, a título de férias"", ""INCIDENCIAEXCLUSIVAEMPREGADO"": null}",2026-03-28 11:15:29.753318
16,16,1017,Terço constitucional de férias,01/01/2014,31/12/2025,"Valor correspondente ao terço constitucional de férias relativo à remuneração devida na época da concessão das férias, inclusive o adiantamento de férias. Nessa natureza deve ser classificado também o valor pago mensalmente ao trabalhador avulso e ao empregado com contrato de trabalho intermitente, a título de terço constitucional de férias",S,"{""NOME"": ""Terço constitucional de férias"", ""DTFIM"": 31122025, ""CODIGO"": 1017, ""DTINICIO"": 1012014, ""DESCRICAO"": ""Valor correspondente ao terço constitucional de férias relativo à remuneração devida na época da concessão das férias, inclusive o adiantamento de férias. Nessa natureza deve ser classificado também o valor pago mensalmente ao trabalhador avulso e ao empregado com contrato de trabalho intermitente, a título de terço constitucional de férias"", ""INCIDENCIAEXCLUSIVAEMPREGADO"": ""S""}",2026-03-28 11:15:29.753318
20,20,1020,Férias,01/01/2014,30/04/2023,"Valor correspondente à remuneração a que faz jus na época da concessão das férias e o adicional constitucional a que o trabalhador adquiriu direito, inclusive o adiantamento de férias, quando pagas antecipadamente – nessa opção deve ser classificado também o valor pago mensalmente ao trabalhador avulso e ao empregado com contrato de trabalho intermitente, a título de férias","","{""NOME"": ""Férias"", ""DTFIM"": 30042023, ""CODIGO"": 1020, ""DTINICIO"": 1012014, ""DESCRICAO"": ""Valor correspondente à remuneração a que faz jus na época da concessão das férias e o adicional constitucional a que o trabalhador adquiriu direito, inclusive o adiantamento de férias, quando pagas antecipadamente – nessa opção deve ser classificado também o valor pago mensalmente ao trabalhador avulso e ao empregado com contrato de trabalho intermitente, a título de férias"", ""INCIDENCIAEXCLUSIVAEMPREGADO"": null}",2026-03-28 11:15:29.753318
21,21,1021,Férias - Abono ou gratificação de férias superior a 20 dias,01/01/2014,30/04/2023,"Remuneração a título de abono de férias, desde que excedente a 20 (vinte) dias do salário e concedido em virtude de cláusula contratual, do regulamento da empresa, de convenção ou acordo coletivo, como por exemplo, o art. 144 da CLT",S,"{""NOME"": ""Férias - Abono ou gratificação de férias superior a 20 dias"", ""DTFIM"": 30042023, ""CODIGO"": 1021, ""DTINICIO"": 1012014, ""DESCRICAO"": ""Remuneração a título de abono de férias, desde que excedente a 20 (vinte) dias do salário e concedido em virtude de cláusula contratual, do regulamento da empresa, de convenção ou acordo coletivo, como por exemplo, o art. 144 da CLT"", ""INCIDENCIAEXCLUSIVAEMPREGADO"": ""S""}",2026-03-28 11:15:29.753318
67,67,1603,Ajuda de custo - até 50% da remuneração mensal,01/05/2018,31/03/2019,"Ajuda de custo paga ao trabalhador, desde que não exceda a 50% da sua remuneração mensal","","{""NOME"": ""Ajuda de custo - até 50% da remuneração mensal"", ""DTFIM"": 31032019, ""CODIGO"": 1603, ""DTINICIO"": 1052018, ""DESCRICAO"": ""Ajuda de custo paga ao trabalhador, desde que não exceda a 50% da sua remuneração mensal"", ""INCIDENCIAEXCLUSIVAEMPREGADO"": null}",2026-03-28 11:15:29.753318
69,69,1604,Ajuda de custo - Acima de 50% da remuneração mensal,01/05/2018,31/03/2019,"Ajuda de custo paga ao trabalhador, superior a 50% da sua remuneração mensal","","{""NOME"": ""Ajuda de custo - Acima de 50% da remuneração mensal"", ""DTFIM"": 31032019, ""CODIGO"": 1604, ""DTINICIO"": 1052018, ""DESCRICAO"": ""Ajuda de custo paga ao trabalhador, superior a 50% da sua remuneração mensal"", ""INCIDENCIAEXCLUSIVAEMPREGADO"": null}",2026-03-28 11:15:29.753318
76,76,1651,Diárias de viagem - Até 50% do salário,01/01/2014,30/04/2018,"Diárias de viagem ao trabalhador, desde que não exceda a 50% do seu salário-base mensal","","{""NOME"": ""Diárias de viagem - Até 50% do salário"", ""DTFIM"": 30042018, ""CODIGO"": 1651, ""DTINICIO"": 1012014, ""DESCRICAO"": ""Diárias de viagem ao trabalhador, desde que não exceda a 50% do seu salário-base mensal"", ""INCIDENCIAEXCLUSIVAEMPREGADO"": null}",2026-03-28 11:15:29.753318
79,79,1800,Alimentação concedida em pecúnia,01/01/2014,31/12/2025,Alimentação concedida sob a forma de pecúnia,S,"{""NOME"": ""Alimentação concedida em pecúnia"", ""DTFIM"": 31122025, ""CODIGO"": 1800, ""DTINICIO"": 1012014, ""DESCRICAO"": ""Alimentação concedida sob a forma de pecúnia"", ""INCIDENCIAEXCLUSIVAEMPREGADO"": ""S""}",2026-03-28 11:15:29.753318
81,81,1801,Alimentação,01/01/2014,30/06/2021,Auxílio-alimentação,S,"{""NOME"": ""Alimentação"", ""DTFIM"": 30062021, ""CODIGO"": 1801, ""DTINICIO"": 1012014, ""DESCRICAO"": ""Auxílio-alimentação"", ""INCIDENCIAEXCLUSIVAEMPREGADO"": ""S""}",2026-03-28 11:15:29.753318
88,88,1810,Transporte,01/01/2014,31/12/2025,Auxílio-transporte ou vale-transporte,S,"{""NOME"": ""Transporte"", ""DTFIM"": 31122025, ""CODIGO"": 1810, ""DTINICIO"": 1012014, ""DESCRICAO"": ""Auxílio-transporte ou vale-transporte"", ""INCIDENCIAEXCLUSIVAEMPREGADO"": ""S""}",2026-03-28 11:15:29.753318
94,94,2501,Prêmios,01/05/2018,31/03/2019,"Liberalidades concedidas pelo empregador em forma de bens, serviços ou valor em dinheiro a empregado ou a grupo de empregados, em razão de desempenho superior ao ordinariamente esperado no exercício de suas atividades, em até duas parcelas anuais","","{""NOME"": ""Prêmios"", ""DTFIM"": 31032019, ""CODIGO"": 2501, ""DTINICIO"": 1052018, ""DESCRICAO"": ""Liberalidades concedidas pelo empregador em forma de bens, serviços ou valor em dinheiro a empregado ou a grupo de empregados, em razão de desempenho superior ao ordinariamente esperado no exercício de suas atividades, em até duas parcelas anuais"", ""INCIDENCIAEXCLUSIVAEMPREGADO"": null}",2026-03-28 11:15:29.753318
96,96,2502,Liberalidades concedidas em mais de duas parcelas anuais,01/05/2018,31/03/2019,"Liberalidades concedidas pelo empregador em forma de bens, serviços ou valor em dinheiro a empregado ou a grupo de empregados, em razão de desempenho superior ao ordinariamente esperado no exercício de suas atividades, em mais de duas parcelas anuais","","{""NOME"": ""Liberalidades concedidas em mais de duas parcelas anuais"", ""DTFIM"": 31032019, ""CODIGO"": 2502, ""DTINICIO"": 1052018, ""DESCRICAO"": ""Liberalidades concedidas pelo empregador em forma de bens, serviços ou valor em dinheiro a empregado ou a grupo de empregados, em razão de desempenho superior ao ordinariamente esperado no exercício de suas atividades, em mais de duas parcelas anuais"", ""INCIDENCIAEXCLUSIVAEMPREGADO"": null}",2026-03-28 11:15:29.753318
100,100,2902,Vestuário e equipamentos,01/01/2014,31/07/2021,"Valor correspondente a vestuários, equipamentos e outros acessórios fornecidos ao trabalhador e utilizados no local de trabalho para prestação dos respectivos serviços","","{""NOME"": ""Vestuário e equipamentos"", ""DTFIM"": 31072021, ""CODIGO"": 2902, ""DTINICIO"": 1012014, ""DESCRICAO"": ""Valor correspondente a vestuários, equipamentos e outros acessórios fornecidos ao trabalhador e utilizados no local de trabalho para prestação dos respectivos serviços"", ""INCIDENCIAEXCLUSIVAEMPREGADO"": null}",2026-03-28 11:15:29.753318
102,102,2920,Reembolsos diversos,01/01/2014,31/07/2021,Valor relativo a reembolsos diversos referentes a descontos indevidos efetuados em competências anteriores,"","{""NOME"": ""Reembolsos diversos"", ""DTFIM"": 31072021, ""CODIGO"": 2920, ""DTINICIO"": 1012014, ""DESCRICAO"": ""Valor relativo a reembolsos diversos referentes a descontos indevidos efetuados em competências anteriores"", ""INCIDENCIAEXCLUSIVAEMPREGADO"": null}",2026-03-28 11:15:29.753318
167,167,9220,Alimentação - Desconto,01/01/2014,30/06/2021,Desconto referente a participação do trabalhador no custo ou em virtude de concessão do benefício em valor maior,"","{""NOME"": ""Alimentação - Desconto"", ""DTFIM"": 30062021, ""CODIGO"": 9220, ""DTINICIO"": 1012014, ""DESCRICAO"": ""Desconto referente a participação do trabalhador no custo ou em virtude de concessão do benefício em valor maior"", ""INCIDENCIAEXCLUSIVAEMPREGADO"": null}",2026-03-28 11:15:29.753318
190,190,9290,Desconto de pagamento indevido em meses anteriores,01/01/2014,31/07/2021,"Valor correspondente a desconto de verbas pagas indevidamente ao trabalhador em meses anteriores e que estão sendo descontadas no mês de referência, exceto valores relativos a assistência médica, alimentação, previdência complementar e seguro de vida","","{""NOME"": ""Desconto de pagamento indevido em meses anteriores"", ""DTFIM"": 31072021, ""CODIGO"": 9290, ""DTINICIO"": 1012014, ""DESCRICAO"": ""Valor correspondente a desconto de verbas pagas indevidamente ao trabalhador em meses anteriores e que estão sendo descontadas no mês de referência, exceto valores relativos a assistência médica, alimentação, previdência complementar e seguro de vida"", ""INCIDENCIAEXCLUSIVAEMPREGADO"": null}",2026-03-28 11:15:29.753318
213,213,9950,Horas extraordinárias - Banco de horas,01/01/2014,31/10/2019,Quantidade (em número decimal com dois dígitos) de horas extraordinárias incorporadas ao banco de horas,"","{""NOME"": ""Horas extraordinárias - Banco de horas"", ""DTFIM"": 31102019, ""CODIGO"": 9950, ""DTINICIO"": 1012014, ""DESCRICAO"": ""Quantidade (em número decimal com dois dígitos) de horas extraordinárias incorporadas ao banco de horas"", ""INCIDENCIAEXCLUSIVAEMPREGADO"": null}",2026-03-28 11:15:29.753318
214,214,9951,Horas compensadas - Banco de horas,01/01/2014,31/10/2019,Quantidade (em número decimal com dois dígitos) de horas compensadas no banco de horas,"","{""NOME"": ""Horas compensadas - Banco de horas"", ""DTFIM"": 31102019, ""CODIGO"": 9951, ""DTINICIO"": 1012014, ""DESCRICAO"": ""Quantidade (em número decimal com dois dígitos) de horas compensadas no banco de horas"", ""INCIDENCIAEXCLUSIVAEMPREGADO"": null}",2026-03-28 11:15:29.753318
