id,upload_id,row_number,col_a,col_b,col_c,col_d,col_e,col_f,col_g,col_h,col_i,col_j,raw_data,created_at,natureza_anterior,natureza_nova,usuario_correcao,data_correcao,col_k,col_l,col_m,col_n,col_o,col_p,col_q,col_r,col_s,col_t,col_u,col_v,col_w,col_x,col_y,col_z,col_aa,col_ab,col_ac,col_ad,col_ae,col_af,col_ag,col_ah,col_ai,col_aj,col_ak,col_al,col_am,col_an,col_ao,col_ap,col_aq,col_ar,col_as,col_at,col_au,col_av,col_aw,col_ax,col_ay,col_az,col_ba,col_bb
888,1,433,1088,HORAS EXTRAS 100% MAIO,1003-Horas extraordinárias,OK,-,,,,,,"{""EB"": ""-"", ""Nome Evento"": ""HORAS EXTRAS 100% MAIO"", ""CodigoEvento"": 1088, ""Analise Natureza"": ""OK"", ""Natureza E-social"": ""1003-Horas extraordinárias""}",2026-03-25 15:01:09.753784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
889,1,434,1089,HORAS EXTRAS 100% JUNHO,1003-Horas extraordinárias,OK,-,,,,,,"{""EB"": ""-"", ""Nome Evento"": ""HORAS EXTRAS 100% JUNHO"", ""CodigoEvento"": 1089, ""Analise Natureza"": ""OK"", ""Natureza E-social"": ""1003-Horas extraordinárias""}",2026-03-25 15:01:09.753784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
890,1,435,1090,HORAS EXTRAS 100% JULHO,1003-Horas extraordinárias,OK,-,,,,,,"{""EB"": ""-"", ""Nome Evento"": ""HORAS EXTRAS 100% JULHO"", ""CodigoEvento"": 1090, ""Analise Natureza"": ""OK"", ""Natureza E-social"": ""1003-Horas extraordinárias""}",2026-03-25 15:01:09.753784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
891,1,436,1091,HORAS EXTRAS 100% - AGOSTO,1003-Horas extraordinárias,OK,-,,,,,,"{""EB"": ""-"", ""Nome Evento"": ""HORAS EXTRAS 100% - AGOSTO"", ""CodigoEvento"": 1091, ""Analise Natureza"": ""OK"", ""Natureza E-social"": ""1003-Horas extraordinárias""}",2026-03-25 15:01:09.753784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
892,1,437,1092,HORAS EXTRAS 100% SETEMBRO,1003-Horas extraordinárias,OK,-,,,,,,"{""EB"": ""-"", ""Nome Evento"": ""HORAS EXTRAS 100% SETEMBRO"", ""CodigoEvento"": 1092, ""Analise Natureza"": ""OK"", ""Natureza E-social"": ""1003-Horas extraordinárias""}",2026-03-25 15:01:09.753784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
893,1,438,1093,HORAS EXTRAS 100% OUTUBRO,1003-Horas extraordinárias,OK,-,,,,,,"{""EB"": ""-"", ""Nome Evento"": ""HORAS EXTRAS 100% OUTUBRO"", ""CodigoEvento"": 1093, ""Analise Natureza"": ""OK"", ""Natureza E-social"": ""1003-Horas extraordinárias""}",2026-03-25 15:01:09.753784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
894,1,439,1094,HORAS EXTRAS 100% NOVEMBRO,1003-Horas extraordinárias,OK,-,,,,,,"{""EB"": ""-"", ""Nome Evento"": ""HORAS EXTRAS 100% NOVEMBRO"", ""CodigoEvento"": 1094, ""Analise Natureza"": ""OK"", ""Natureza E-social"": ""1003-Horas extraordinárias""}",2026-03-25 15:01:09.753784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
895,1,440,1097,"H EXTRAS 100% NOT 22,50 FEVEREIRO",1003-Horas extraordinárias,OK,-,,,,,,"{""EB"": ""-"", ""Nome Evento"": ""H EXTRAS 100% NOT 22,50 FEVEREIRO"", ""CodigoEvento"": 1097, ""Analise Natureza"": ""OK"", ""Natureza E-social"": ""1003-Horas extraordinárias""}",2026-03-25 15:01:09.753784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
896,1,441,1100,"H EXTRAS 100% NOT 22,50 MAIO",1003-Horas extraordinárias,OK,-,,,,,,"{""EB"": ""-"", ""Nome Evento"": ""H EXTRAS 100% NOT 22,50 MAIO"", ""CodigoEvento"": 1100, ""Analise Natureza"": ""OK"", ""Natureza E-social"": ""1003-Horas extraordinárias""}",2026-03-25 15:01:09.753784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
897,1,442,1101,"H EXTRAS 100% NOT 22,50 JUNHO",1003-Horas extraordinárias,OK,-,,,,,,"{""EB"": ""-"", ""Nome Evento"": ""H EXTRAS 100% NOT 22,50 JUNHO"", ""CodigoEvento"": 1101, ""Analise Natureza"": ""OK"", ""Natureza E-social"": ""1003-Horas extraordinárias""}",2026-03-25 15:01:09.753784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
898,1,443,1102,"H EXTRAS 100% NOT 22,50 JULHO",1003-Horas extraordinárias,OK,-,,,,,,"{""EB"": ""-"", ""Nome Evento"": ""H EXTRAS 100% NOT 22,50 JULHO"", ""CodigoEvento"": 1102, ""Analise Natureza"": ""OK"", ""Natureza E-social"": ""1003-Horas extraordinárias""}",2026-03-25 15:01:09.753784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
899,1,444,1104,"H EXTRAS 100% NOT 22,50 SETEMBRO",1003-Horas extraordinárias,OK,-,,,,,,"{""EB"": ""-"", ""Nome Evento"": ""H EXTRAS 100% NOT 22,50 SETEMBRO"", ""CodigoEvento"": 1104, ""Analise Natureza"": ""OK"", ""Natureza E-social"": ""1003-Horas extraordinárias""}",2026-03-25 15:01:09.753784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
900,1,445,1105,"H EXTRAS 100% NOT 22,50 OUTUBRO",1003-Horas extraordinárias,OK,-,,,,,,"{""EB"": ""-"", ""Nome Evento"": ""H EXTRAS 100% NOT 22,50 OUTUBRO"", ""CodigoEvento"": 1105, ""Analise Natureza"": ""OK"", ""Natureza E-social"": ""1003-Horas extraordinárias""}",2026-03-25 15:01:09.753784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
901,1,446,1106,"H EXTRAS 100% NOT 22,50 NOVEMBRO",1003-Horas extraordinárias,OK,-,,,,,,"{""EB"": ""-"", ""Nome Evento"": ""H EXTRAS 100% NOT 22,50 NOVEMBRO"", ""CodigoEvento"": 1106, ""Analise Natureza"": ""OK"", ""Natureza E-social"": ""1003-Horas extraordinárias""}",2026-03-25 15:01:09.753784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
902,1,447,1109,ADIC. NOTURNO C/25%,1205-Adicional noturno,OK,-,,,,,,"{""EB"": ""-"", ""Nome Evento"": ""ADIC. NOTURNO C/25%"", ""CodigoEvento"": 1109, ""Analise Natureza"": ""OK"", ""Natureza E-social"": ""1205-Adicional noturno""}",2026-03-25 15:01:09.753784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
903,1,448,1110,ADIC. INSALUBRIDADE 07/2020 a 12/2020,1202-Adicional de insalubridade,OK,-,,,,,,"{""EB"": ""-"", ""Nome Evento"": ""ADIC. INSALUBRIDADE 07/2020 a 12/2020"", ""CodigoEvento"": 1110, ""Analise Natureza"": ""OK"", ""Natureza E-social"": ""1202-Adicional de insalubridade""}",2026-03-25 15:01:09.753784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
904,1,449,1111,ADIC. INSALUBRIDADE 01/2021 a 08/2021,1202-Adicional de insalubridade,OK,-,,,,,,"{""EB"": ""-"", ""Nome Evento"": ""ADIC. INSALUBRIDADE 01/2021 a 08/2021"", ""CodigoEvento"": 1111, ""Analise Natureza"": ""OK"", ""Natureza E-social"": ""1202-Adicional de insalubridade""}",2026-03-25 15:01:09.753784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
905,1,450,1112,CUSTEIO SOCIAL - SINTEAC MG,9230-Contribuição Sindical  Compulsória,VERIFICAR ,Rubrica com inconsistência de IRRF,Natureza da Rubrica sujerida - 9232 - Contribuição sindical - Assistencial,,,,,"{""EB"": ""Rubrica com inconsistência de IRRF"", ""Nome Evento"": ""CUSTEIO SOCIAL - SINTEAC MG"", ""CodigoEvento"": 1112, ""OBSERVAÇÃO "": ""Natureza da Rubrica sujerida - 9232 - Contribuição sindical - Assistencial"", ""Analise Natureza"": ""VERIFICAR "", ""Natureza E-social"": ""9230-Contribuição Sindical  Compulsória""}",2026-03-25 15:01:09.753784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
906,1,451,1114,MULTA POR ATRASO DE SALARIO 2024,6129-Outras Indenizações,OK,Rubrica com inconsistência de IRRF,,,,,,"{""EB"": ""Rubrica com inconsistência de IRRF"", ""Nome Evento"": ""MULTA POR ATRASO DE SALARIO 2024"", ""CodigoEvento"": 1114, ""Analise Natureza"": ""OK"", ""Natureza E-social"": ""6129-Outras Indenizações""}",2026-03-25 15:01:09.753784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
907,1,452,1115,MULTA POR ATRASO DE SALARIO 2025,6129-Outras Indenizações,OK,Rubrica com inconsistência de IRRF,,,,,,"{""EB"": ""Rubrica com inconsistência de IRRF"", ""Nome Evento"": ""MULTA POR ATRASO DE SALARIO 2025"", ""CodigoEvento"": 1115, ""Analise Natureza"": ""OK"", ""Natureza E-social"": ""6129-Outras Indenizações""}",2026-03-25 15:01:09.753784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
908,1,453,1116,DESC. EMPRESTIMO ECONSIGNADO FGTS,9253-Empréstimos eConsignado - Desconto,OK,-,,,,,,"{""EB"": ""-"", ""Nome Evento"": ""DESC. EMPRESTIMO ECONSIGNADO FGTS"", ""CodigoEvento"": 1116, ""Analise Natureza"": ""OK"", ""Natureza E-social"": ""9253-Empréstimos eConsignado - Desconto""}",2026-03-25 15:01:09.753784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
909,1,454,9279,ASSISTENCIA MEDICA (INFORMATIIVO ESOCIAL),9911-Assistência Médica,OK,-,,,,,,"{""EB"": ""-"", ""Nome Evento"": ""ASSISTENCIA MEDICA (INFORMATIIVO ESOCIAL)"", ""CodigoEvento"": 9279, ""Analise Natureza"": ""OK"", ""Natureza E-social"": ""9911-Assistência Médica""}",2026-03-25 15:01:09.753784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
910,1,455,9281,ASSISTENCIA ODONTOLOGICA (INFORMATIIVO ESOCIAL),9911-Assistência Médica,OK,-,,,,,,"{""EB"": ""-"", ""Nome Evento"": ""ASSISTENCIA ODONTOLOGICA (INFORMATIIVO ESOCIAL)"", ""CodigoEvento"": 9281, ""Analise Natureza"": ""OK"", ""Natureza E-social"": ""9911-Assistência Médica""}",2026-03-25 15:01:09.753784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
495,1,40,146,DEV. D.S.R. S/FALTAS (DIAS),1002-Descanso semanal remunerado - DSR,Verificar ,-,"Natureza da Rubrica sugerida 1020, pois o 1002  foi inativado em 30.04.2024 ",,,,,"{""EB"": ""-"", ""Nome Evento"": ""DEV. D.S.R. S/FALTAS (DIAS)"", ""CodigoEvento"": 146, ""OBSERVAÇÃO "": ""Natureza da Rubrica sugerida 1020, pois o 1002  foi inativado em 30.04.2024 "", ""Analise Natureza"": ""Verificar "", ""Natureza E-social"": ""1002-Descanso semanal remunerado - DSR""}",2026-03-25 15:01:09.753784,1002-Descanso semanal remunerado - DSR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
516,1,61,228,REEMB. DESC. ASSIST. MEDICA,2920-Reembolsos diversos,Verificar ,Rubrica com inconsistência de IRRF,Natureza da Rubrica sujerida  9911 - Assistência Médica ,,,,,"{""EB"": ""Rubrica com inconsistência de IRRF"", ""Nome Evento"": ""REEMB. DESC. ASSIST. MEDICA"", ""CodigoEvento"": 228, ""OBSERVAÇÃO "": ""Natureza da Rubrica sujerida  9911 - Assistência Médica "", ""Analise Natureza"": ""Verificar "", ""Natureza E-social"": ""2920-Reembolsos diversos""}",2026-03-25 15:01:09.753784,2920-Reembolsos diversos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
525,1,70,249,REEMB. DESC. ASS. ODONTOLOGICA,2920-Reembolsos diversos,Verificar ,Rubrica com inconsistência de IRRF,9219 - Desconto de assistência médica ou odontológica - está no GI ,,,,,"{""EB"": ""Rubrica com inconsistência de IRRF"", ""Nome Evento"": ""REEMB. DESC. ASS. ODONTOLOGICA"", ""CodigoEvento"": 249, ""OBSERVAÇÃO "": ""9219 - Desconto de assistência médica ou odontológica - está no GI "", ""Analise Natureza"": ""Verificar "", ""Natureza E-social"": ""2920-Reembolsos diversos""}",2026-03-25 15:01:09.753784,2920-Reembolsos diversos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
558,1,103,339,DEVOLUCAO FALTAS / DSR,1002-Descanso semanal remunerado - DSR,Verificar ,-,"Natureza da Rubrica sugerida 1020, pois o 1002  foi inativado em 30.04.2024 ",,,,,"{""EB"": ""-"", ""Nome Evento"": ""DEVOLUCAO FALTAS / DSR"", ""CodigoEvento"": 339, ""OBSERVAÇÃO "": ""Natureza da Rubrica sugerida 1020, pois o 1002  foi inativado em 30.04.2024 "", ""Analise Natureza"": ""Verificar "", ""Natureza E-social"": ""1002-Descanso semanal remunerado - DSR""}",2026-03-25 15:01:09.753784,1002-Descanso semanal remunerado - DSR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
626,1,171,501,DESC. FALTAS (HORAS),9209-Faltas ou atrados,VERIFICAR ,-,Natureza da Rubrica sujerida - 9207 - Faltas ,,,,,"{""EB"": ""-"", ""Nome Evento"": ""DESC. FALTAS (HORAS)"", ""CodigoEvento"": 501, ""OBSERVAÇÃO "": ""Natureza da Rubrica sujerida - 9207 - Faltas "", ""Analise Natureza"": ""VERIFICAR "", ""Natureza E-social"": ""9209-Faltas ou atrados""}",2026-03-25 15:01:09.753784,9209-Faltas ou atrados,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
461,1,6,13,REEMB. VALE TRANSPORTE,1629-Ressarcimento de outras despesas,Verificar ,Rubrica com inconsistência de IRRF,Natureza da Rubrica sugerida - 1810 Transporte,,,,,"{""EB"": ""Rubrica com inconsistência de IRRF"", ""Nome Evento"": ""REEMB. VALE TRANSPORTE"", ""CodigoEvento"": 13, ""OBSERVAÇÃO "": ""Natureza da Rubrica sugerida - 1810 Transporte"", ""Analise Natureza"": ""Verificar "", ""Natureza E-social"": ""1629-Ressarcimento de outras despesas""}",2026-03-25 15:01:09.753784,1629-Ressarcimento de outras despesas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
464,1,9,19,REEMB. EXAME ADMISSIONAL,1299-Outros Adicionais,VERIFICAR ,"Rubrica com inconsistência de INSS, IRRF e FGTS",Natureza da Rubrica 1299 foi encerrada em 30.04.2023 - Natureza sujerida 1629 - Ressarcimento de outras despesas,,,,,"{""EB"": ""Rubrica com inconsistência de INSS, IRRF e FGTS"", ""Nome Evento"": ""REEMB. EXAME ADMISSIONAL"", ""CodigoEvento"": 19, ""OBSERVAÇÃO "": ""Natureza da Rubrica 1299 foi encerrada em 30.04.2023 - Natureza sujerida 1629 - Ressarcimento de outras despesas"", ""Analise Natureza"": ""VERIFICAR "", ""Natureza E-social"": ""1299-Outros Adicionais""}",2026-03-25 15:01:09.753784,1299-Outros Adicionais,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
811,1,356,869,REEMBOLSO DESC. INDEVIDO,1299-Outros Adicionais,VERIFICAR ,"Rubrica com inconsistência de INSS, IRRF e FGTS",Natureza da Rubrica 1299 foi encerrada em 30.04.2023 - Natureza sujerida 1629 - Ressarcimento de outras despesas,,,,,"{""EB"": ""Rubrica com inconsistência de INSS, IRRF e FGTS"", ""Nome Evento"": ""REEMBOLSO DESC. INDEVIDO"", ""CodigoEvento"": 869, ""OBSERVAÇÃO "": ""Natureza da Rubrica 1299 foi encerrada em 30.04.2023 - Natureza sujerida 1629 - Ressarcimento de outras despesas"", ""Analise Natureza"": ""VERIFICAR "", ""Natureza E-social"": ""1299-Outros Adicionais""}",2026-03-25 15:01:09.753784,1299-Outros Adicionais,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
466,1,11,35,DIF. D.S.R.,1002-Descanso semanal remunerado - DSR,Verificar ,-,"Natureza da Rubrica sugerida 1020, pois o 1002  foi inativado em 30.04.2024  - Verificar também o tipo de rendimentos no GI ",,,,,"{""EB"": ""-"", ""Nome Evento"": ""DIF. D.S.R."", ""CodigoEvento"": 35, ""OBSERVAÇÃO "": ""Natureza da Rubrica sugerida 1020, pois o 1002  foi inativado em 30.04.2024  - Verificar também o tipo de rendimentos no GI "", ""Analise Natureza"": ""Verificar "", ""Natureza E-social"": ""1002-Descanso semanal remunerado - DSR""}",2026-03-25 15:01:09.753784,1002-Descanso semanal remunerado - DSR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
492,1,37,135,D.S.R. S/HORA EXTRA,9299-Outros descontos,VERIFICAR,"Rubrica com inconsistência de INSS, IRRF e FGTS",1012 - Descanso semanal remunerado - DSR e feriado,,,,,"{""EB"": ""Rubrica com inconsistência de INSS, IRRF e FGTS"", ""Nome Evento"": ""D.S.R. S/HORA EXTRA"", ""CodigoEvento"": 135, ""OBSERVAÇÃO "": ""1012 - Descanso semanal remunerado - DSR e feriado"", ""Analise Natureza"": ""VERIFICAR"", ""Natureza E-social"": ""9299-Outros descontos""}",2026-03-25 15:01:09.753784,9299-Outros descontos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
493,1,38,136,D.S.R. S/ADICIONAL,1002-Descanso semanal remunerado - DSR,Verificar ,-,"Natureza da Rubrica sugerida 1020, pois o 1002  foi inativado em 30.04.2024 ",,,,,"{""EB"": ""-"", ""Nome Evento"": ""D.S.R. S/ADICIONAL"", ""CodigoEvento"": 136, ""OBSERVAÇÃO "": ""Natureza da Rubrica sugerida 1020, pois o 1002  foi inativado em 30.04.2024 "", ""Analise Natureza"": ""Verificar "", ""Natureza E-social"": ""1002-Descanso semanal remunerado - DSR""}",2026-03-25 15:01:09.753784,1002-Descanso semanal remunerado - DSR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
497,1,42,151,REEMB. VALE TRANSPORTE MÊS ANTERIOR,9989-Outros valores informativos,VERIFICAR,-,Natureza da Rubrica sujerida - 1810 - Trasnporte ,,,,,"{""EB"": ""-"", ""Nome Evento"": ""REEMB. VALE TRANSPORTE MÊS ANTERIOR"", ""CodigoEvento"": 151, ""OBSERVAÇÃO "": ""Natureza da Rubrica sujerida - 1810 - Trasnporte "", ""Analise Natureza"": ""VERIFICAR"", ""Natureza E-social"": ""9989-Outros valores informativos""}",2026-03-25 15:01:09.753784,9989-Outros valores informativos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
501,1,46,159,D.S.R. S/ADICIONAL,1002-Descanso semanal remunerado - DSR,Verificar ,-,"Natureza da Rubrica sugerida 1020, pois o 1002  foi inativado em 30.04.2024  - Verificar também o tipo de rendimentos no GI ",,,,,"{""EB"": ""-"", ""Nome Evento"": ""D.S.R. S/ADICIONAL"", ""CodigoEvento"": 159, ""OBSERVAÇÃO "": ""Natureza da Rubrica sugerida 1020, pois o 1002  foi inativado em 30.04.2024  - Verificar também o tipo de rendimentos no GI "", ""Analise Natureza"": ""Verificar "", ""Natureza E-social"": ""1002-Descanso semanal remunerado - DSR""}",2026-03-25 15:01:09.753784,1002-Descanso semanal remunerado - DSR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
502,1,47,160,D.S.R. S/HORA EXTRA,1002-Descanso semanal remunerado - DSR,Verificar ,-,"Natureza da Rubrica sugerida 1020, pois o 1002  foi inativado em 30.04.2024  - Verificar também o tipo de rendimentos no GI ",,,,,"{""EB"": ""-"", ""Nome Evento"": ""D.S.R. S/HORA EXTRA"", ""CodigoEvento"": 160, ""OBSERVAÇÃO "": ""Natureza da Rubrica sugerida 1020, pois o 1002  foi inativado em 30.04.2024  - Verificar também o tipo de rendimentos no GI "", ""Analise Natureza"": ""Verificar "", ""Natureza E-social"": ""1002-Descanso semanal remunerado - DSR""}",2026-03-25 15:01:09.753784,1002-Descanso semanal remunerado - DSR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
504,1,49,163,D.S.R. S/FERIADO - HS,1002-Descanso semanal remunerado - DSR,Verificar ,-,"Natureza da Rubrica sugerida 1020, pois o 1002  foi inativado em 30.04.2024 ",,,,,"{""EB"": ""-"", ""Nome Evento"": ""D.S.R. S/FERIADO - HS"", ""CodigoEvento"": 163, ""OBSERVAÇÃO "": ""Natureza da Rubrica sugerida 1020, pois o 1002  foi inativado em 30.04.2024 "", ""Analise Natureza"": ""Verificar "", ""Natureza E-social"": ""1002-Descanso semanal remunerado - DSR""}",2026-03-25 15:01:09.753784,1002-Descanso semanal remunerado - DSR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
505,1,50,170,D.S.R. S/COMISSAO,1002-Descanso semanal remunerado - DSR,Verificar ,-,"Natureza da Rubrica sugerida 1020, pois o 1002  foi inativado em 30.04.2024  - Verificar também o tipo de rendimentos no GI ",,,,,"{""EB"": ""-"", ""Nome Evento"": ""D.S.R. S/COMISSAO"", ""CodigoEvento"": 170, ""OBSERVAÇÃO "": ""Natureza da Rubrica sugerida 1020, pois o 1002  foi inativado em 30.04.2024  - Verificar também o tipo de rendimentos no GI "", ""Analise Natureza"": ""Verificar "", ""Natureza E-social"": ""1002-Descanso semanal remunerado - DSR""}",2026-03-25 15:01:09.753784,1002-Descanso semanal remunerado - DSR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
520,1,65,234,REEMB. EXAMES MÉDICOS,1299-Outros Adicionais,VERIFICAR ,"Rubrica com inconsistência de INSS, IRRF e FGTS",Natureza da Rubrica 1299 foi encerrada em 30.04.2023 - Natureza sujerida 1629 - Ressarcimento de outras despesas,,,,,"{""EB"": ""Rubrica com inconsistência de INSS, IRRF e FGTS"", ""Nome Evento"": ""REEMB. EXAMES MÉDICOS"", ""CodigoEvento"": 234, ""OBSERVAÇÃO "": ""Natureza da Rubrica 1299 foi encerrada em 30.04.2023 - Natureza sujerida 1629 - Ressarcimento de outras despesas"", ""Analise Natureza"": ""VERIFICAR "", ""Natureza E-social"": ""1299-Outros Adicionais""}",2026-03-25 15:01:09.753784,1299-Outros Adicionais,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
524,1,69,243,REEMB. CONTRIB. SINDICAL,2920-Reembolsos diversos,Verificar ,Rubrica com inconsistência de IRRF,Natureza da Rubrica sujerida 9232 - Contribuição sindical - Assistencial,,,,,"{""EB"": ""Rubrica com inconsistência de IRRF"", ""Nome Evento"": ""REEMB. CONTRIB. SINDICAL"", ""CodigoEvento"": 243, ""OBSERVAÇÃO "": ""Natureza da Rubrica sujerida 9232 - Contribuição sindical - Assistencial"", ""Analise Natureza"": ""Verificar "", ""Natureza E-social"": ""2920-Reembolsos diversos""}",2026-03-25 15:01:09.753784,2920-Reembolsos diversos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
533,1,78,265,REEMB. EMPRESTIMO CONSIGNADO,9254-Empréstimos consignados  desconto,VERIFICAR,-,,,,,,"{""EB"": ""-"", ""Nome Evento"": ""REEMB. EMPRESTIMO CONSIGNADO"", ""CodigoEvento"": 265, ""Analise Natureza"": ""VERIFICAR"", ""Natureza E-social"": ""9254-Empréstimos consignados  desconto""}",2026-03-25 15:01:09.753784,9254-Empréstimos consignados  desconto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
555,1,100,320,SOBRE AVISO,1003-Horas extraordinárias,Verificar ,-,Natureza da Rubrica sugerida 1011 - Sobreaviso e prontidão,,,,,"{""EB"": ""-"", ""Nome Evento"": ""SOBRE AVISO"", ""CodigoEvento"": 320, ""OBSERVAÇÃO "": ""Natureza da Rubrica sugerida 1011 - Sobreaviso e prontidão"", ""Analise Natureza"": ""Verificar "", ""Natureza E-social"": ""1003-Horas extraordinárias""}",2026-03-25 15:01:09.753784,1003-Horas extraordinárias,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
560,1,105,342,DIF. CESTA BASICA CCT,2920-Reembolsos diversos,Verificar ,Rubrica com inconsistência de IRRF,"Natureza da Rubrica sujerida - 1808 Ressarcimento de despesas de viagem, exceto despesas com veículos ",,,,,"{""EB"": ""Rubrica com inconsistência de IRRF"", ""Nome Evento"": ""DIF. CESTA BASICA CCT"", ""CodigoEvento"": 342, ""OBSERVAÇÃO "": ""Natureza da Rubrica sujerida - 1808 Ressarcimento de despesas de viagem, exceto despesas com veículos "", ""Analise Natureza"": ""Verificar "", ""Natureza E-social"": ""2920-Reembolsos diversos""}",2026-03-25 15:01:09.753784,2920-Reembolsos diversos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
593,1,138,403,COMPLEMENTO FERIAS (DISSIDIO),1020-Férias  gozadas,VERIFICAR ,-,1020 - Natureza da Rubrica encerrada em 30/04/2023 - Natureza da Rubrica sujerida 1016 - Férias ,,,,,"{""EB"": ""-"", ""Nome Evento"": ""COMPLEMENTO FERIAS (DISSIDIO)"", ""CodigoEvento"": 403, ""OBSERVAÇÃO "": ""1020 - Natureza da Rubrica encerrada em 30/04/2023 - Natureza da Rubrica sujerida 1016 - Férias "", ""Analise Natureza"": ""VERIFICAR "", ""Natureza E-social"": ""1020-Férias  gozadas""}",2026-03-25 15:01:09.753784,1020-Férias  gozadas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
595,1,140,405,MEDIAS FERIAS (Ferias),1020-Férias  gozadas,VERIFICAR ,-,1020 - Natureza da Rubrica encerrada em 30/04/2023 - Natureza da Rubrica sujerida 1016 - Férias ,,,,,"{""EB"": ""-"", ""Nome Evento"": ""MEDIAS FERIAS (Ferias)"", ""CodigoEvento"": 405, ""OBSERVAÇÃO "": ""1020 - Natureza da Rubrica encerrada em 30/04/2023 - Natureza da Rubrica sujerida 1016 - Férias "", ""Analise Natureza"": ""VERIFICAR "", ""Natureza E-social"": ""1020-Férias  gozadas""}",2026-03-25 15:01:09.753784,1020-Férias  gozadas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
