id,upload_id,row_number,col_a,col_b,col_c,col_d,col_e,col_f,col_g,col_h,col_i,col_j,col_k,col_l,col_m,col_n,col_o,col_p,col_q,col_r,col_s,col_t,col_u,col_v,col_w,col_x,col_y,col_z,col_aa,col_ab,col_ac,col_ad,col_ae,col_af,col_ag,col_ah,col_ai,col_aj,col_ak,col_al,col_am,col_an,col_ao,col_ap,col_aq,col_ar,col_as,col_at,col_au,col_av,col_aw,col_ax,col_ay,col_az,col_ba,col_bb,raw_data,created_at
4317,,222,592,DESC. CONTRIB. ASSISTENCIAL,9232-Contribuição Sindical – Assistencial,0,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""Código"": ""592"", ""Cód. FGTS"": ""0"", ""Cód. INSS"": ""0"", ""Cód. IRRF"": ""9"", ""Nome Evento"": ""DESC. CONTRIB. ASSISTENCIAL"", ""Natureza E-social"": ""9232-Contribuição Sindical – Assistencial""}",2026-03-27 16:02:24.74194
4318,,223,594,DESC. CONTRIB. SOC. LABORAL ANCINE,9232-Contribuição Sindical – Assistencial,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""Código"": ""594"", ""Cód. FGTS"": ""0"", ""Cód. INSS"": ""0"", ""Cód. IRRF"": ""0"", ""Nome Evento"": ""DESC. CONTRIB. SOC. LABORAL ANCINE"", ""Natureza E-social"": ""9232-Contribuição Sindical – Assistencial""}",2026-03-27 16:02:24.74194
4319,,224,595,DESC. CONTRIB. NEGOCIAL,9233-Contribuição sindical – Confederativa,0,79,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""Código"": ""595"", ""Cód. FGTS"": ""0"", ""Cód. INSS"": ""0"", ""Cód. IRRF"": ""79"", ""Nome Evento"": ""DESC. CONTRIB. NEGOCIAL"", ""Natureza E-social"": ""9233-Contribuição sindical – Confederativa""}",2026-03-27 16:02:24.74194
4320,,225,596,DESC. I.N.S.S. S/13º SALARIO,9201-Contribuição Previdenciária,32,12,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""Código"": ""596"", ""Cód. FGTS"": ""0"", ""Cód. INSS"": ""32"", ""Cód. IRRF"": ""12"", ""Nome Evento"": ""DESC. I.N.S.S. S/13º SALARIO"", ""Natureza E-social"": ""9201-Contribuição Previdenciária""}",2026-03-27 16:02:24.74194
4321,,226,597,DESC. D.S.R. S/FALTAS (DIAS) MES ANTERIOR,9210-DSR s/faltas e atrasos,11,11,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""Código"": ""597"", ""Cód. FGTS"": ""11"", ""Cód. INSS"": ""11"", ""Cód. IRRF"": ""11"", ""Nome Evento"": ""DESC. D.S.R. S/FALTAS (DIAS) MES ANTERIOR"", ""Natureza E-social"": ""9210-DSR s/faltas e atrasos""}",2026-03-27 16:02:24.74194
4322,,227,599,DESC H.E PAGO MAIOR,1003-Horas extraordinárias,11,11,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""Código"": ""599"", ""Cód. FGTS"": ""11"", ""Cód. INSS"": ""11"", ""Cód. IRRF"": ""11"", ""Nome Evento"": ""DESC H.E PAGO MAIOR"", ""Natureza E-social"": ""1003-Horas extraordinárias""}",2026-03-27 16:02:24.74194
4323,,228,600,DESC. ACIDENTE DE TRABALHO (F.G.T.S.),9932-Auxílio acidente do acidentário,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""Código"": ""600"", ""Cód. FGTS"": ""0"", ""Cód. INSS"": ""0"", ""Cód. IRRF"": ""0"", ""Nome Evento"": ""DESC. ACIDENTE DE TRABALHO (F.G.T.S.)"", ""Natureza E-social"": ""9932-Auxílio acidente do acidentário""}",2026-03-27 16:02:24.74194
4324,,229,601,DESC. AUXILIO DOENCA,9933-Auxílio - doença,0,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""Código"": ""601"", ""Cód. FGTS"": ""0"", ""Cód. INSS"": ""0"", ""Cód. IRRF"": ""9"", ""Nome Evento"": ""DESC. AUXILIO DOENCA"", ""Natureza E-social"": ""9933-Auxílio - doença""}",2026-03-27 16:02:24.74194
4325,,230,605,DESC. ASSIST. ODONTO. DEPENDENTE,9219-Desconto de assistência médica ou odontológica,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""Código"": ""605"", ""Cód. FGTS"": ""0"", ""Cód. INSS"": ""0"", ""Cód. IRRF"": ""0"", ""Nome Evento"": ""DESC. ASSIST. ODONTO. DEPENDENTE"", ""Natureza E-social"": ""9219-Desconto de assistência médica ou odontológica""}",2026-03-27 16:02:24.74194
4326,,231,606,DESC. ASSIST. ODONTO. DEPENDENTE,9219-Desconto de assistência médica ou odontológica,0,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""Código"": ""606"", ""Cód. FGTS"": ""0"", ""Cód. INSS"": ""0"", ""Cód. IRRF"": ""9"", ""Nome Evento"": ""DESC. ASSIST. ODONTO. DEPENDENTE"", ""Natureza E-social"": ""9219-Desconto de assistência médica ou odontológica""}",2026-03-27 16:02:24.74194
4327,,232,607,DESC. ASSIST. MEDICA,9219-Desconto de assistência médica ou odontológica,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""Código"": ""607"", ""Cód. FGTS"": ""0"", ""Cód. INSS"": ""0"", ""Cód. IRRF"": ""0"", ""Nome Evento"": ""DESC. ASSIST. MEDICA"", ""Natureza E-social"": ""9219-Desconto de assistência médica ou odontológica""}",2026-03-27 16:02:24.74194
4328,,233,610,DESC. VT NAO UTILIZADO MES ANTERIOR,9216-Desconto de vale-transporte,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""Código"": ""610"", ""Cód. FGTS"": ""0"", ""Cód. INSS"": ""0"", ""Cód. IRRF"": ""0"", ""Nome Evento"": ""DESC. VT NAO UTILIZADO MES ANTERIOR"", ""Natureza E-social"": ""9216-Desconto de vale-transporte""}",2026-03-27 16:02:24.74194
4329,,234,611,DESC. VALE ALIMENTACAO - CCT,"9241-Alimentação em ticket ou cartão, vinculada ao PAT - Desconto",0,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""Código"": ""611"", ""Cód. FGTS"": ""0"", ""Cód. INSS"": ""0"", ""Cód. IRRF"": ""9"", ""Nome Evento"": ""DESC. VALE ALIMENTACAO - CCT"", ""Natureza E-social"": ""9241-Alimentação em ticket ou cartão, vinculada ao PAT - Desconto""}",2026-03-27 16:02:24.74194
4330,,235,612,DESC. PENSAO ALIMENTICIA SALARIO,9213-Pensão alimentícia,0,51,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""Código"": ""612"", ""Cód. FGTS"": ""0"", ""Cód. INSS"": ""0"", ""Cód. IRRF"": ""51"", ""Nome Evento"": ""DESC. PENSAO ALIMENTICIA SALARIO"", ""Natureza E-social"": ""9213-Pensão alimentícia""}",2026-03-27 16:02:24.74194
4331,,236,614,DESC. EMPRESTIMO BV,9254-Empréstimos consignados – desconto,0,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""Código"": ""614"", ""Cód. FGTS"": ""0"", ""Cód. INSS"": ""0"", ""Cód. IRRF"": ""9"", ""Nome Evento"": ""DESC. EMPRESTIMO BV"", ""Natureza E-social"": ""9254-Empréstimos consignados – desconto""}",2026-03-27 16:02:24.74194
4332,,237,615,DESC. ASS. MÉDICA MES ANTERIOR,9219-Desconto de assistência médica ou odontológica,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""Código"": ""615"", ""Cód. FGTS"": ""0"", ""Cód. INSS"": ""0"", ""Cód. IRRF"": ""0"", ""Nome Evento"": ""DESC. ASS. MÉDICA MES ANTERIOR"", ""Natureza E-social"": ""9219-Desconto de assistência médica ou odontológica""}",2026-03-27 16:02:24.74194
4333,,238,616,DESC. CONTRIB. ASSISTENCIAL,9232-Contribuição Sindical – Assistencial,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""Código"": ""616"", ""Cód. FGTS"": ""0"", ""Cód. INSS"": ""0"", ""Cód. IRRF"": ""0"", ""Nome Evento"": ""DESC. CONTRIB. ASSISTENCIAL"", ""Natureza E-social"": ""9232-Contribuição Sindical – Assistencial""}",2026-03-27 16:02:24.74194
4334,,239,619,DESC. ASS. MÉDICA DEP.,9219-Desconto de assistência médica ou odontológica,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""Código"": ""619"", ""Cód. FGTS"": ""0"", ""Cód. INSS"": ""0"", ""Cód. IRRF"": ""0"", ""Nome Evento"": ""DESC. ASS. MÉDICA DEP."", ""Natureza E-social"": ""9219-Desconto de assistência médica ou odontológica""}",2026-03-27 16:02:24.74194
4335,,240,621,DESC. BB DETAL,9219-Desconto de assistência médica ou odontológica,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""Código"": ""621"", ""Cód. FGTS"": ""0"", ""Cód. INSS"": ""0"", ""Cód. IRRF"": ""0"", ""Nome Evento"": ""DESC. BB DETAL"", ""Natureza E-social"": ""9219-Desconto de assistência médica ou odontológica""}",2026-03-27 16:02:24.74194
4336,,241,624,DESC. VALE REFEIÇÃO - CCT,"9243-Cesta básica ou refeição, vinculada ao PAT - Desconto",0,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""Código"": ""624"", ""Cód. FGTS"": ""0"", ""Cód. INSS"": ""0"", ""Cód. IRRF"": ""9"", ""Nome Evento"": ""DESC. VALE REFEIÇÃO - CCT"", ""Natureza E-social"": ""9243-Cesta básica ou refeição, vinculada ao PAT - Desconto""}",2026-03-27 16:02:24.74194
4337,,242,626,DESC. ATRASO/FALTA HORAS MES ANTERIOR,9209-Faltas ou atrados,11,11,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""Código"": ""626"", ""Cód. FGTS"": ""11"", ""Cód. INSS"": ""11"", ""Cód. IRRF"": ""11"", ""Nome Evento"": ""DESC. ATRASO/FALTA HORAS MES ANTERIOR"", ""Natureza E-social"": ""9209-Faltas ou atrados""}",2026-03-27 16:02:24.74194
4338,,243,627,DESC. ADIANT. NORMAL(DENTRO DO MES),9200-Desconto de Adiantamentos,0,11,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""Código"": ""627"", ""Cód. FGTS"": ""0"", ""Cód. INSS"": ""0"", ""Cód. IRRF"": ""11"", ""Nome Evento"": ""DESC. ADIANT. NORMAL(DENTRO DO MES)"", ""Natureza E-social"": ""9200-Desconto de Adiantamentos""}",2026-03-27 16:02:24.74194
4339,,244,631,DESC. ASSIST. ODONT. SINTACLUNS,9219-Desconto de assistência médica ou odontológica,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""Código"": ""631"", ""Cód. FGTS"": ""0"", ""Cód. INSS"": ""0"", ""Cód. IRRF"": ""0"", ""Nome Evento"": ""DESC. ASSIST. ODONT. SINTACLUNS"", ""Natureza E-social"": ""9219-Desconto de assistência médica ou odontológica""}",2026-03-27 16:02:24.74194
4340,,245,632,DESC. CONT.. COLAB. LAB. CABINEIROS,9232-Contribuição Sindical – Assistencial,0,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""Código"": ""632"", ""Cód. FGTS"": ""0"", ""Cód. INSS"": ""0"", ""Cód. IRRF"": ""9"", ""Nome Evento"": ""DESC. CONT.. COLAB. LAB. CABINEIROS"", ""Natureza E-social"": ""9232-Contribuição Sindical – Assistencial""}",2026-03-27 16:02:24.74194
4341,,246,635,DIF EMPRESTIMO,9254-Empréstimos consignados – desconto,0,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""Código"": ""635"", ""Cód. FGTS"": ""0"", ""Cód. INSS"": ""0"", ""Cód. IRRF"": ""9"", ""Nome Evento"": ""DIF EMPRESTIMO"", ""Natureza E-social"": ""9254-Empréstimos consignados – desconto""}",2026-03-27 16:02:24.74194
4342,,247,638,DESC. ASSIST. ODONT. DEP. SINTACLUNS,9219-Desconto de assistência médica ou odontológica,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""Código"": ""638"", ""Cód. FGTS"": ""0"", ""Cód. INSS"": ""0"", ""Cód. IRRF"": ""0"", ""Nome Evento"": ""DESC. ASSIST. ODONT. DEP. SINTACLUNS"", ""Natureza E-social"": ""9219-Desconto de assistência médica ou odontológica""}",2026-03-27 16:02:24.74194
4343,,248,640,DESC. PENSAO ALIMENTICIA S/13º SALARIO,9213-Pensão alimentícia,0,52,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""Código"": ""640"", ""Cód. FGTS"": ""0"", ""Cód. INSS"": ""0"", ""Cód. IRRF"": ""52"", ""Nome Evento"": ""DESC. PENSAO ALIMENTICIA S/13º SALARIO"", ""Natureza E-social"": ""9213-Pensão alimentícia""}",2026-03-27 16:02:24.74194
4344,,249,641,DESC. I.N.S.S. (FÉRIAS),9201-Contribuição Previdenciária,31,13,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""Código"": ""641"", ""Cód. FGTS"": ""0"", ""Cód. INSS"": ""31"", ""Cód. IRRF"": ""13"", ""Nome Evento"": ""DESC. I.N.S.S. (FÉRIAS)"", ""Natureza E-social"": ""9201-Contribuição Previdenciária""}",2026-03-27 16:02:24.74194
4345,,250,642,DESC INSALUBRIDADE INDEVIDO,1202-Adicional de insalubridade,11,11,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""Código"": ""642"", ""Cód. FGTS"": ""11"", ""Cód. INSS"": ""11"", ""Cód. IRRF"": ""11"", ""Nome Evento"": ""DESC INSALUBRIDADE INDEVIDO"", ""Natureza E-social"": ""1202-Adicional de insalubridade""}",2026-03-27 16:02:24.74194
4346,,251,645,DESCONTO DE 2 VIA VT,"",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""Código"": ""645"", ""Cód. FGTS"": ""0"", ""Cód. INSS"": ""0"", ""Cód. IRRF"": ""0"", ""Nome Evento"": ""DESCONTO DE 2 VIA VT"", ""Natureza E-social"": """"}",2026-03-27 16:02:24.74194
4347,,252,647,DESC. EMPRESTIMO ZIPDIN,9254-Empréstimos consignados – desconto,0,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""Código"": ""647"", ""Cód. FGTS"": ""0"", ""Cód. INSS"": ""0"", ""Cód. IRRF"": ""9"", ""Nome Evento"": ""DESC. EMPRESTIMO ZIPDIN"", ""Natureza E-social"": ""9254-Empréstimos consignados – desconto""}",2026-03-27 16:02:24.74194
4348,,253,655,DESC. PENSAO ALIMENTICIA SALARIO,9213-Pensão alimentícia,0,51,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""Código"": ""655"", ""Cód. FGTS"": ""0"", ""Cód. INSS"": ""0"", ""Cód. IRRF"": ""51"", ""Nome Evento"": ""DESC. PENSAO ALIMENTICIA SALARIO"", ""Natureza E-social"": ""9213-Pensão alimentícia""}",2026-03-27 16:02:24.74194
4349,,254,656,DESC. PENSAO ALIMENTICIA S/13º SALARIO,9213-Pensão alimentícia,0,52,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""Código"": ""656"", ""Cód. FGTS"": ""0"", ""Cód. INSS"": ""0"", ""Cód. IRRF"": ""52"", ""Nome Evento"": ""DESC. PENSAO ALIMENTICIA S/13º SALARIO"", ""Natureza E-social"": ""9213-Pensão alimentícia""}",2026-03-27 16:02:24.74194
4350,,255,657,DESC. PENSAO ALIMENTICIA EM FERIAS,9213-Pensão alimentícia,0,53,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""Código"": ""657"", ""Cód. FGTS"": ""0"", ""Cód. INSS"": ""0"", ""Cód. IRRF"": ""53"", ""Nome Evento"": ""DESC. PENSAO ALIMENTICIA EM FERIAS"", ""Natureza E-social"": ""9213-Pensão alimentícia""}",2026-03-27 16:02:24.74194
4351,,256,658,DESC. PENSAO ALIM S/ Férias,9213-Pensão alimentícia,0,11,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""Código"": ""658"", ""Cód. FGTS"": ""0"", ""Cód. INSS"": ""0"", ""Cód. IRRF"": ""11"", ""Nome Evento"": ""DESC. PENSAO ALIM S/ Férias"", ""Natureza E-social"": ""9213-Pensão alimentícia""}",2026-03-27 16:02:24.74194
4352,,257,659,DESC. PENSAO ALIMENTICIA ACORDO,9213-Pensão alimentícia,0,11,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""Código"": ""659"", ""Cód. FGTS"": ""0"", ""Cód. INSS"": ""0"", ""Cód. IRRF"": ""11"", ""Nome Evento"": ""DESC. PENSAO ALIMENTICIA ACORDO"", ""Natureza E-social"": ""9213-Pensão alimentícia""}",2026-03-27 16:02:24.74194
4353,,258,661,REEMB. VT-SALVADORCARD,1810-Transporte,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""Código"": ""661"", ""Cód. FGTS"": ""0"", ""Cód. INSS"": ""0"", ""Cód. IRRF"": ""0"", ""Nome Evento"": ""REEMB. VT-SALVADORCARD"", ""Natureza E-social"": ""1810-Transporte""}",2026-03-27 16:02:24.74194
4354,,259,663,REEMB. VT-SALVADORCARD NAO CARREGADO,1810-Transporte,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""Código"": ""663"", ""Cód. FGTS"": ""0"", ""Cód. INSS"": ""0"", ""Cód. IRRF"": ""0"", ""Nome Evento"": ""REEMB. VT-SALVADORCARD NAO CARREGADO"", ""Natureza E-social"": ""1810-Transporte""}",2026-03-27 16:02:24.74194
4355,,260,664,DESC. VALE ALIMENTACAO MES ANTERIOR,"9241-Alimentação em ticket ou cartão, vinculada ao PAT - Desconto",0,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""Código"": ""664"", ""Cód. FGTS"": ""0"", ""Cód. INSS"": ""0"", ""Cód. IRRF"": ""9"", ""Nome Evento"": ""DESC. VALE ALIMENTACAO MES ANTERIOR"", ""Natureza E-social"": ""9241-Alimentação em ticket ou cartão, vinculada ao PAT - Desconto""}",2026-03-27 16:02:24.74194
4356,,261,667,DESC. MENS. SINDICAL,9231-Contribuição Sindical – Associativa,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""Código"": ""667"", ""Cód. FGTS"": ""0"", ""Cód. INSS"": ""0"", ""Cód. IRRF"": ""0"", ""Nome Evento"": ""DESC. MENS. SINDICAL"", ""Natureza E-social"": ""9231-Contribuição Sindical – Associativa""}",2026-03-27 16:02:24.74194
4357,,262,669,ADIC. NOTURNO C/39%,1205-Adicional noturno,11,11,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""Código"": ""669"", ""Cód. FGTS"": ""11"", ""Cód. INSS"": ""11"", ""Cód. IRRF"": ""11"", ""Nome Evento"": ""ADIC. NOTURNO C/39%"", ""Natureza E-social"": ""1205-Adicional noturno""}",2026-03-27 16:02:24.74194
4358,,263,670,ADIC. NOTURNO C/39%,1205-Adicional noturno,11,11,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""Código"": ""670"", ""Cód. FGTS"": ""11"", ""Cód. INSS"": ""11"", ""Cód. IRRF"": ""11"", ""Nome Evento"": ""ADIC. NOTURNO C/39%"", ""Natureza E-social"": ""1205-Adicional noturno""}",2026-03-27 16:02:24.74194
4359,,264,671,DESC. VALE-TRANSPORTE NAO UTILIZADO,9216-Desconto de vale-transporte,0,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""Código"": ""671"", ""Cód. FGTS"": ""0"", ""Cód. INSS"": ""0"", ""Cód. IRRF"": ""9"", ""Nome Evento"": ""DESC. VALE-TRANSPORTE NAO UTILIZADO"", ""Natureza E-social"": ""9216-Desconto de vale-transporte""}",2026-03-27 16:02:24.74194
4360,,265,672,DESC. VALE-TRANSPORTE 6%,9216-Desconto de vale-transporte,0,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""Código"": ""672"", ""Cód. FGTS"": ""0"", ""Cód. INSS"": ""0"", ""Cód. IRRF"": ""9"", ""Nome Evento"": ""DESC. VALE-TRANSPORTE 6%"", ""Natureza E-social"": ""9216-Desconto de vale-transporte""}",2026-03-27 16:02:24.74194
4361,,266,673,DESC. CARTAO BHBUS / OTIMO,9299-Outros descontos,0,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""Código"": ""673"", ""Cód. FGTS"": ""0"", ""Cód. INSS"": ""0"", ""Cód. IRRF"": ""9"", ""Nome Evento"": ""DESC. CARTAO BHBUS / OTIMO"", ""Natureza E-social"": ""9299-Outros descontos""}",2026-03-27 16:02:24.74194
4362,,267,677,DESC. VALE TRANSP. NAO UTILIZADO MES ANT,9216-Desconto de vale-transporte,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""Código"": ""677"", ""Cód. FGTS"": ""0"", ""Cód. INSS"": ""0"", ""Cód. IRRF"": ""0"", ""Nome Evento"": ""DESC. VALE TRANSP. NAO UTILIZADO MES ANT"", ""Natureza E-social"": ""9216-Desconto de vale-transporte""}",2026-03-27 16:02:24.74194
4363,,268,684,ADIC. NOTURNO C/20%,1205-Adicional noturno,11,11,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""Código"": ""684"", ""Cód. FGTS"": ""11"", ""Cód. INSS"": ""11"", ""Cód. IRRF"": ""11"", ""Nome Evento"": ""ADIC. NOTURNO C/20%"", ""Natureza E-social"": ""1205-Adicional noturno""}",2026-03-27 16:02:24.74194
4364,,269,685,DESC. ADIANTAMENTO DE SALARIO,"",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""Código"": ""685"", ""Cód. FGTS"": ""0"", ""Cód. INSS"": ""0"", ""Cód. IRRF"": ""0"", ""Nome Evento"": ""DESC. ADIANTAMENTO DE SALARIO"", ""Natureza E-social"": """"}",2026-03-27 16:02:24.74194
4365,,270,686,DESC. AVISO PREVIO NAO TRABALHADO,6901-Desconto do aviso prévio,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""Código"": ""686"", ""Cód. FGTS"": ""0"", ""Cód. INSS"": ""0"", ""Cód. IRRF"": ""0"", ""Nome Evento"": ""DESC. AVISO PREVIO NAO TRABALHADO"", ""Natureza E-social"": ""6901-Desconto do aviso prévio""}",2026-03-27 16:02:24.74194
4366,,271,689,DESC. VT DIF CCT,9216-Desconto de vale-transporte,0,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""Código"": ""689"", ""Cód. FGTS"": ""0"", ""Cód. INSS"": ""0"", ""Cód. IRRF"": ""9"", ""Nome Evento"": ""DESC. VT DIF CCT"", ""Natureza E-social"": ""9216-Desconto de vale-transporte""}",2026-03-27 16:02:24.74194
4367,,272,690,DESC. VA E VR DIF CCT,"9243-Cesta básica ou refeição, vinculada ao PAT - Desconto",0,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""Código"": ""690"", ""Cód. FGTS"": ""0"", ""Cód. INSS"": ""0"", ""Cód. IRRF"": ""9"", ""Nome Evento"": ""DESC. VA E VR DIF CCT"", ""Natureza E-social"": ""9243-Cesta básica ou refeição, vinculada ao PAT - Desconto""}",2026-03-27 16:02:24.74194
4368,,273,691,DESC. ANTECIPACAO VT,9216-Desconto de vale-transporte,0,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""Código"": ""691"", ""Cód. FGTS"": ""0"", ""Cód. INSS"": ""0"", ""Cód. IRRF"": ""9"", ""Nome Evento"": ""DESC. ANTECIPACAO VT"", ""Natureza E-social"": ""9216-Desconto de vale-transporte""}",2026-03-27 16:02:24.74194
4369,,274,692,DESC. 2 VIA CARTAO,"",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""Código"": ""692"", ""Cód. FGTS"": ""0"", ""Cód. INSS"": ""0"", ""Cód. IRRF"": ""0"", ""Nome Evento"": ""DESC. 2 VIA CARTAO"", ""Natureza E-social"": """"}",2026-03-27 16:02:24.74194
4370,,275,693,DESC. EMPRESTIMO FOLHA PGTO ANTERIOR,"",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""Código"": ""693"", ""Cód. FGTS"": ""0"", ""Cód. INSS"": ""0"", ""Cód. IRRF"": ""0"", ""Nome Evento"": ""DESC. EMPRESTIMO FOLHA PGTO ANTERIOR"", ""Natureza E-social"": """"}",2026-03-27 16:02:24.74194
4371,,276,697,ADIC. NOTURNO C/39% MES ANTERIOR,1205-Adicional noturno,11,11,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""Código"": ""697"", ""Cód. FGTS"": ""11"", ""Cód. INSS"": ""11"", ""Cód. IRRF"": ""11"", ""Nome Evento"": ""ADIC. NOTURNO C/39% MES ANTERIOR"", ""Natureza E-social"": ""1205-Adicional noturno""}",2026-03-27 16:02:24.74194
4372,,277,698,DESC. ADIANT. COMISSOES,9200-Desconto de Adiantamentos,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""Código"": ""698"", ""Cód. FGTS"": ""0"", ""Cód. INSS"": ""0"", ""Cód. IRRF"": ""0"", ""Nome Evento"": ""DESC. ADIANT. COMISSOES"", ""Natureza E-social"": ""9200-Desconto de Adiantamentos""}",2026-03-27 16:02:24.74194
